Commodity,ID,Date,Value,Volume
Gold,GC,12/15/2015,1061.6,121860
Gold,GC,11/15/2015,1080.9,0
Gold,GC,10/15/2015,1187.5,199965
Gold,GC,9/15/2015,1102.6,4877
Gold,GC,8/15/2015,1112.4,0
Gold,GC,7/15/2015,1147.4,109142
Gold,GC,6/15/2015,1185.8,86352
Gold,GC,5/15/2015,1225.3,177837
Gold,GC,4/15/2015,1201.3,161058
Gold,GC,3/15/2015,1152.4,0
Gold,GC,2/15/2015,1227.1,0
Gold,GC,1/15/2015,1264.8,193111
Gold,GC,12/15/2014,1207.7,121177
Gold,GC,11/15/2014,1185.6,0
Gold,GC,10/15/2014,1244.8,113551
Gold,GC,9/15/2014,1234.1,3876
Gold,GC,8/15/2014,1305.4,4273
Gold,GC,7/15/2014,1297.1,208856
Gold,GC,6/15/2014,1274.1,0
Gold,GC,5/15/2014,1293.6,120327
Gold,GC,4/15/2014,1300.3,100334
Gold,GC,3/15/2014,1379,0
Gold,GC,2/15/2014,1318.6,0
Gold,GC,1/15/2014,1238.3,138193
Gold,GC,12/15/2013,1234.6,0
Gold,GC,11/15/2013,1287.4,159304
Gold,GC,10/15/2013,1273.2,110183
Gold,GC,9/15/2013,1308.4,0
Gold,GC,8/15/2013,1361.1,3050
Gold,GC,7/15/2013,1283.5,136396
Gold,GC,6/15/2013,1392,0
Gold,GC,5/15/2013,1396.2,173066
Gold,GC,4/15/2013,1361.1,374344
Gold,GC,3/15/2013,1592.6,144163
Gold,GC,2/15/2013,1609.5,174428
Gold,GC,1/15/2013,1683.9,126856
Gold,GC,12/15/2012,1697,0
Gold,GC,11/15/2012,1713.8,143227
Gold,GC,10/15/2012,1737.6,130391
Gold,GC,9/15/2012,1770.1,0
Gold,GC,8/15/2012,1604.6,4644
Gold,GC,7/15/2012,1592,0
Gold,GC,6/15/2012,1628.1,153140
Gold,GC,5/15/2012,1557.1,162291
Gold,GC,4/15/2012,1660.2,0
Gold,GC,3/15/2012,1659.5,279269
Gold,GC,2/15/2012,1728.1,148107
Gold,GC,1/15/2012,1630.8,0
Gold,GC,12/15/2011,1577.2,283563
Gold,GC,11/15/2011,1782.2,87588
Gold,GC,10/15/2011,1683,0
Gold,GC,9/15/2011,1779.2,8004
Gold,GC,8/15/2011,1756.4,9781
Gold,GC,7/15/2011,1590.1,189976
Gold,GC,6/15/2011,1526.2,115384
Gold,GC,5/15/2011,1493.6,0
Gold,GC,4/15/2011,1486,166787
Gold,GC,3/15/2011,1392.8,107163
Gold,GC,2/15/2011,1374.1,102414
Gold,GC,1/15/2011,1360.5,0
Gold,GC,12/15/2010,1386.2,134945
Gold,GC,11/15/2010,1368.5,301687
Gold,GC,10/15/2010,1372,184976
Gold,GC,9/15/2010,1267.1,7954
Gold,GC,8/15/2010,1215.4,0
Gold,GC,7/15/2010,1208.3,107456
Gold,GC,6/15/2010,1234.4,97231
Gold,GC,5/15/2010,1227.8,0
Gold,GC,4/15/2010,1160.3,123129
Gold,GC,3/15/2010,1105.4,130831
Gold,GC,2/15/2010,1090,0
Gold,GC,1/15/2010,1130.5,144699
Gold,GC,12/15/2009,1123,154049
Gold,GC,11/15/2009,1116.7,0
Gold,GC,10/15/2009,1050.6,151363
Gold,GC,9/15/2009,1005.3,3239
Gold,GC,8/15/2009,947.6,0
Gold,GC,7/15/2009,939.4,122619
Gold,GC,6/15/2009,927.5,91532
Gold,GC,5/15/2009,931.3,88895
Gold,GC,4/15/2009,893.5,56028
Gold,GC,3/15/2009,930.1,0
Gold,GC,2/15/2009,942.2,0
Gold,GC,1/15/2009,807.3,134944
Gold,GC,12/15/2008,836.5,93675
Gold,GC,11/15/2008,742.5,0
Gold,GC,10/15/2008,839,94981
Gold,GC,9/15/2008,783.8,6285
Gold,GC,8/15/2008,788.4,7379
Gold,GC,7/15/2008,978.7,223407
Gold,GC,6/15/2008,873.1,0
Gold,GC,5/15/2008,880,149377
Gold,GC,4/15/2008,932,88687
Gold,GC,3/15/2008,999.5,0
Gold,GC,2/15/2008,906.1,93911
Gold,GC,1/15/2008,902.6,166327
Gold,GC,12/15/2007,798,0
Gold,GC,11/15/2007,787.3,181657
Gold,GC,10/15/2007,762.2,97583
Gold,GC,9/15/2007,711.1,0
Gold,GC,8/15/2007,673.4,3716
Gold,GC,7/15/2007,667.3,0
Gold,GC,6/15/2007,658.7,53925
Gold,GC,5/15/2007,674.5,69825
Gold,GC,4/15/2007,689.9,0
Gold,GC,3/15/2007,647.1,53683
Gold,GC,2/15/2007,671.4,57656
Gold,GC,1/15/2007,626.9,0
Gold,GC,12/15/2006,619.1,65372
Gold,GC,11/15/2006,623.8,36751
Gold,GC,10/15/2006,592.7,0
Gold,GC,9/15/2006,577.5,2741
Gold,GC,8/15/2006,626.8,1683
Gold,GC,7/15/2006,668,0
Gold,GC,6/15/2006,570.3,52628
Gold,GC,5/15/2006,685,88043
Gold,GC,4/15/2006,600.1,0
Gold,GC,3/15/2006,554.4,49742
Gold,GC,2/15/2006,542.7,59703
Gold,GC,1/15/2006,557,0
Gold,GC,12/15/2005,506.6,75285
Gold,GC,11/15/2005,469,39986
Gold,GC,10/15/2005,471.8,0
Gold,GC,9/15/2005,456.3,2962
Gold,GC,8/15/2005,444.4,1623
Gold,GC,7/15/2005,421.3,48538
Gold,GC,6/15/2005,430.9,35196
Gold,GC,5/15/2005,420.7,0
Gold,GC,4/15/2005,426.5,30690
Gold,GC,3/15/2005,441.4,50170
Gold,GC,2/15/2005,427.3,46358
Gold,GC,1/15/2005,423,0
Gold,GC,12/15/2004,442.2,49417
Gold,GC,11/15/2004,437.3,49424
Gold,GC,10/15/2004,420.1,46988
Gold,GC,9/15/2004,405.3,196
Gold,GC,8/15/2004,399.8,0
Gold,GC,7/15/2004,404.4,39613
Gold,GC,6/15/2004,388.7,46080
Gold,GC,5/15/2004,377.1,0
Gold,GC,4/15/2004,398.3,71904
Gold,GC,3/15/2004,399.6,36827
Gold,GC,2/15/2004,410.8,0
Gold,GC,1/15/2004,408.7,96401
Gold,GC,12/15/2003,409.9,44006
Gold,GC,11/15/2003,398,0
Gold,GC,10/15/2003,373.1,33347
Gold,GC,9/15/2003,374.6,1487
Gold,GC,8/15/2003,363.8,242
Gold,GC,7/15/2003,342.2,21307
Gold,GC,6/15/2003,357.2,0
Gold,GC,5/15/2003,352.8,37632
Gold,GC,4/15/2003,325.5,28633
Gold,GC,3/15/2003,336.6,0
Gold,GC,2/15/2003,352.2,0
Gold,GC,1/15/2003,351.1,41395
Gold,GC,12/15/2002,333.8,0
Gold,GC,11/15/2002,320.9,34938
Gold,GC,10/15/2002,313.4,49257
Gold,GC,9/15/2002,317,0
Gold,GC,8/15/2002,314.9,924
Gold,GC,7/15/2002,319.9,37161
Gold,GC,6/15/2002,319.8,0
Gold,GC,5/15/2002,309,28536
Gold,GC,4/15/2002,300.7,22158
Gold,GC,3/15/2002,290.1,19848
Gold,GC,2/15/2002,301.2,0
Gold,GC,1/15/2002,284.7,20662
Gold,GC,12/15/2001,278.6,0
Gold,GC,11/15/2001,275.3,26445
Gold,GC,10/15/2001,282.7,17946
Gold,GC,9/15/2001,291.1,0
Gold,GC,8/15/2001,277,363
Gold,GC,7/15/2001,267.6,0
Gold,GC,6/15/2001,272.3,24515
Gold,GC,5/15/2001,268.5,26093
Gold,GC,4/15/2001,260.9,0
Gold,GC,3/15/2001,260.3,28762
Gold,GC,2/15/2001,256.9,29316
Gold,GC,1/15/2001,264.6,0
Gold,GC,12/15/2000,295.3,0
Gold,GC,11/15/2000,293.8,0
Gold,GC,10/15/2000,303.5,0
Gold,GC,9/15/2000,272.3,0
Gold,GC,8/15/2000,309.4,0
Gold,GC,7/15/2000,319.1,0
Gold,GC,6/15/2000,289.6,0
Gold,GC,5/15/2000,320,0
Gold,GC,4/15/2000,284.6,0
Gold,GC,3/15/2000,312.8,0
Gold,GC,2/15/2000,370.8,0
Gold,GC,1/15/2000,345.2,0
Gold,GC,12/15/1999,288.6,0
Gold,GC,11/15/1999,298.3,0
Gold,GC,10/15/1999,320.1,0
Gold,GC,9/15/1999,260.7,0
Gold,GC,8/15/1999,266.4,0
Gold,GC,7/15/1999,262.2,0
Gold,GC,6/15/1999,260.1,0
Gold,GC,5/15/1999,287.4,0
Gold,GC,4/15/1999,285.3,0
Gold,GC,3/15/1999,300.4,0
Gold,GC,2/15/1999,293.1,0
Gold,GC,1/15/1999,291.4,0
Gold,GC,12/15/1998,297.9,0
Gold,GC,11/15/1998,296,0
Gold,GC,10/15/1998,311.5,0
Gold,GC,9/15/1998,290.2,0
Gold,GC,8/15/1998,283.9,0
Gold,GC,7/15/1998,314.7,0
Gold,GC,6/15/1998,305.9,0
Gold,GC,5/15/1998,301.2,0
Gold,GC,4/15/1998,307.1,0
Gold,GC,3/15/1998,295.3,0
Gold,GC,2/15/1998,300.6,0
Gold,GC,1/15/1998,285.9,0
Gold,GC,12/15/1997,286.4,0
Gold,GC,11/15/1997,305.5,0
Gold,GC,10/15/1997,329.3,0
Gold,GC,9/15/1997,326,0
Gold,GC,8/15/1997,331.3,0
Gold,GC,7/15/1997,324.4,0
Gold,GC,6/15/1997,350.7,0
Gold,GC,5/15/1997,359.6,0
Gold,GC,4/15/1997,354.9,0
Gold,GC,3/15/1997,365.9,0
Gold,GC,2/15/1997,346.4,0
Gold,GC,1/15/1997,352.2,0
Gold,GC,12/15/1996,368.6,0
Gold,GC,11/15/1996,381.1,0
Gold,GC,10/15/1996,383.3,0
Gold,GC,9/15/1996,385.6,0
Gold,GC,8/15/1996,391.7,0
Gold,GC,7/15/1996,391.1,0
Gold,GC,6/15/1996,392.7,0
Gold,GC,5/15/1996,401.8,0
Gold,GC,4/15/1996,402.5,0
Gold,GC,3/15/1996,407.7,0
Gold,GC,2/15/1996,414.7,0
Gold,GC,1/15/1996,404,0
Gold,GC,12/15/1995,398.1,0
Gold,GC,11/15/1995,398.2,0
Gold,GC,10/15/1995,401.8,0
Gold,GC,9/15/1995,385.8,0
Gold,GC,8/15/1995,409.6,0
Gold,GC,7/15/1995,389.6,0
Gold,GC,6/15/1995,393.9,0
Gold,GC,5/15/1995,415.7,0
Gold,GC,4/15/1995,425.3,0
Gold,GC,3/15/1995,393.4,0
Gold,GC,2/15/1995,385.8,0
Gold,GC,1/15/1995,391,0
Gold,GC,12/15/1994,432.8,0
Gold,GC,11/15/1994,402.6,0
Gold,GC,10/15/1994,404,0
Gold,GC,9/15/1994,437.5,0
Gold,GC,8/15/1994,396.1,0
Gold,GC,7/15/1994,406.4,0
Gold,GC,6/15/1994,386.8,0
Gold,GC,5/15/1994,440.8,0
Gold,GC,4/15/1994,377.7,0
Gold,GC,3/15/1994,412.8,0
Gold,GC,2/15/1994,430.2,0
Gold,GC,1/15/1994,433.6,0
Gold,GC,12/15/1993,390.9,0
Gold,GC,11/15/1993,379.5,0
Gold,GC,10/15/1993,369.8,0
Gold,GC,9/15/1993,352.9,0
Gold,GC,8/15/1993,376.2,0
Gold,GC,7/15/1993,401.8,0
Gold,GC,6/15/1993,378.8,0
Gold,GC,5/15/1993,378.2,0
Gold,GC,4/15/1993,382.2,0
Gold,GC,3/15/1993,340.3,0
Gold,GC,2/15/1993,386.4,0
Gold,GC,1/15/1993,327,0
Gold,GC,12/15/1992,349.8,0
Gold,GC,11/15/1992,350.6,0
Gold,GC,10/15/1992,356.5,0
Gold,GC,9/15/1992,346.4,0
Gold,GC,8/15/1992,334.8,0
Gold,GC,7/15/1992,354.7,0
Gold,GC,6/15/1992,344.9,0
Gold,GC,5/15/1992,340.6,0
Gold,GC,4/15/1992,338.9,0
Gold,GC,3/15/1992,351.9,0
Gold,GC,2/15/1992,359.3,0
Gold,GC,1/15/1992,390.5,0
Gold,GC,12/15/1991,399.9,0
Gold,GC,11/15/1991,373.1,0
Gold,GC,10/15/1991,406.6,0
Gold,GC,9/15/1991,363,0
Gold,GC,8/15/1991,378.6,0
Gold,GC,7/15/1991,394.6,0
Gold,GC,6/15/1991,394.2,0
Gold,GC,5/15/1991,424.2,0
Gold,GC,4/15/1991,428.1,0
Gold,GC,3/15/1991,397,0
Gold,GC,2/15/1991,396.3,0
Gold,GC,1/15/1991,434.4,0
Gold,GC,12/15/1990,413.7,0
Gold,GC,11/15/1990,379.1,0
Gold,GC,10/15/1990,375,0
Gold,GC,9/15/1990,385.1,0
Gold,GC,8/15/1990,406.5,0
Gold,GC,7/15/1990,370,0
Gold,GC,6/15/1990,361.3,0
Gold,GC,5/15/1990,370.9,0
Gold,GC,4/15/1990,394,0
Gold,GC,3/15/1990,398.1,0
Gold,GC,2/15/1990,412.4,0
Gold,GC,1/15/1990,440.1,0
Gold,GC,12/15/1989,413.9,0
Gold,GC,11/15/1989,391.3,0
Gold,GC,10/15/1989,363.3,0
Gold,GC,9/15/1989,363.9,0
Gold,GC,8/15/1989,370.7,0
Gold,GC,7/15/1989,370.8,0
Gold,GC,6/15/1989,367,0
Gold,GC,5/15/1989,375.6,0
Gold,GC,4/15/1989,386,0
Gold,GC,3/15/1989,392.1,0
Gold,GC,2/15/1989,384.6,0
Gold,GC,1/15/1989,403.5,0
Gold,GC,12/15/1988,416.6,0
Gold,GC,11/15/1988,430.3,0
Gold,GC,10/15/1988,417.7,0
Gold,GC,9/15/1988,430.5,0
Gold,GC,8/15/1988,448.9,0
Gold,GC,7/15/1988,458.3,0
Gold,GC,6/15/1988,471.3,0
Gold,GC,5/15/1988,472.5,0
Gold,GC,4/15/1988,478.1,0
Gold,GC,3/15/1988,471.1,0
Gold,GC,2/15/1988,473.3,0
Gold,GC,1/15/1988,510.7,0
Gold,GC,12/15/1987,526.6,0
Gold,GC,11/15/1987,515.2,0
Gold,GC,10/15/1987,529.3,0
Gold,GC,9/15/1987,458.6,0
Gold,GC,8/15/1987,452,0
Gold,GC,7/15/1987,453.8,0
Gold,GC,6/15/1987,452.6,0
Gold,GC,5/15/1987,474.8,0
Gold,GC,4/15/1987,443.1,0
Gold,GC,3/15/1987,405,0
Gold,GC,2/15/1987,400.7,0
Gold,GC,1/15/1987,420.9,0
Gold,GC,12/15/1986,401.9,0
Gold,GC,11/15/1986,405.1,0
Gold,GC,10/15/1986,435.6,0
Gold,GC,9/15/1986,429.4,0
Gold,GC,8/15/1986,396.6,0
Gold,GC,7/15/1986,361.6,0
Gold,GC,6/15/1986,362.9,0
Gold,GC,5/15/1986,363.9,0
Gold,GC,4/15/1986,362.6,0
Gold,GC,3/15/1986,375.4,0
Gold,GC,2/15/1986,365,0
Gold,GC,1/15/1986,386.7,0
Gold,GC,12/15/1985,355,0
Gold,GC,11/15/1985,365.2,0
Gold,GC,10/15/1985,325.8,0
Gold,GC,9/15/1985,318.7,0
Gold,GC,8/15/1985,332.9,0
Gold,GC,7/15/1985,317.3,0
Gold,GC,6/15/1985,319.1,0
Gold,GC,5/15/1985,323.9,0
Gold,GC,4/15/1985,333.2,0
Gold,GC,3/15/1985,299.3,0
Gold,GC,2/15/1985,311.3,0
Gold,GC,1/15/1985,310.4,0
Gold,GC,12/15/1984,334.7,0
Gold,GC,11/15/1984,368.4,0
Gold,GC,10/15/1984,370.5,0
Gold,GC,9/15/1984,375.1,0
Gold,GC,8/15/1984,394.7,0
Gold,GC,7/15/1984,390.2,0
Gold,GC,6/15/1984,423.9,0
Gold,GC,5/15/1984,434.9,0
Gold,GC,4/15/1984,442,0
Gold,GC,3/15/1984,455.3,0
Gold,GC,2/15/1984,442.5,0
Gold,GC,1/15/1984,433.1,0
Gold,GC,12/15/1983,451,0
Gold,GC,11/15/1983,455.8,0
Gold,GC,10/15/1983,478.3,0
Gold,GC,9/15/1983,405.2,0
Gold,GC,8/15/1983,420,0
Gold,GC,7/15/1983,421.7,0
Gold,GC,6/15/1983,413.9,0
Gold,GC,5/15/1983,449.2,0
Gold,GC,4/15/1983,448.8,0
Gold,GC,3/15/1983,447,0
Gold,GC,2/15/1983,536,0
Gold,GC,1/15/1983,519.3,0
Gold,GC,12/15/1982,471.8,0
Gold,GC,11/15/1982,438.9,0
Gold,GC,10/15/1982,468.9,0
Gold,GC,9/15/1982,501.7,0
Gold,GC,8/15/1982,380.4,0
Gold,GC,7/15/1982,402.5,0
Gold,GC,6/15/1982,375.3,0
Gold,GC,5/15/1982,401.6,0
Gold,GC,4/15/1982,444.4,0
Gold,GC,3/15/1982,324.2,0
Gold,GC,2/15/1982,378.4,0
Gold,GC,1/15/1982,370.7,0
Gold,GC,12/15/1981,416.8,0
Gold,GC,11/15/1981,413.8,0
Gold,GC,10/15/1981,442.9,0
Gold,GC,9/15/1981,455.6,0
Gold,GC,8/15/1981,430.5,0
Gold,GC,7/15/1981,435.1,0
Gold,GC,6/15/1981,494.6,0
Gold,GC,5/15/1981,522.6,0
Gold,GC,4/15/1981,519.3,0
Gold,GC,3/15/1981,534.8,0
Gold,GC,2/15/1981,553.4,0
Gold,GC,1/15/1981,637.8,0
Gold,GC,12/15/1980,672.7,0
Gold,GC,11/15/1980,720.9,0
Gold,GC,10/15/1980,790.4,0
Gold,GC,9/15/1980,792.3,0
Gold,GC,8/15/1980,713.2,0
Gold,GC,7/15/1980,730.9,0
Gold,GC,6/15/1980,698.9,0
Gold,GC,5/15/1980,512.5,0
Gold,GC,4/15/1980,519.2,0
Gold,GC,3/15/1980,526,0
Gold,GC,2/15/1980,663,0
Gold,GC,1/15/1980,712,0
Gold,GC,12/15/1979,474.5,0
Gold,GC,11/15/1979,398.4,0
Gold,GC,10/15/1979,416.5,0
Gold,GC,9/15/1979,361.5,0
Gold,GC,8/15/1979,314.8,0
Gold,GC,7/15/1979,306.4,0
Gold,GC,6/15/1979,296.7,0
Gold,GC,5/15/1979,274.8,0
Gold,GC,4/15/1979,252,0
Gold,GC,3/15/1979,266.1,0
Gold,GC,2/15/1979,270.6,0
Gold,GC,1/15/1979,244.9,0
Gold,GC,12/15/1978,231.1,0
Gold,GC,11/15/1978,229.1,0
Gold,GC,10/15/1978,253.4,0
Gold,GC,9/15/1978,238.9,0
Gold,GC,8/15/1978,242.2,0
Gold,GC,7/15/1978,214.7,0
Gold,GC,6/15/1978,212.6,0
Gold,GC,5/15/1978,176.1,0
Gold,GC,4/15/1978,176.8,0
Gold,GC,3/15/1978,183.1,0
Gold,GC,2/15/1978,180.3,0
Gold,GC,1/15/1978,174.9,0
Gold,GC,12/15/1977,160,0
Gold,GC,11/15/1977,163.5,0
Gold,GC,10/15/1977,162.1,0
Gold,GC,9/15/1977,150.3,0
Gold,GC,8/15/1977,144.7,0
Gold,GC,7/15/1977,147.2,0
Gold,GC,6/15/1977,142.9,0
Gold,GC,5/15/1977,152.8,0
Gold,GC,4/15/1977,157.5,0
Gold,GC,3/15/1977,154.3,0
Gold,GC,2/15/1977,141.1,0
Gold,GC,1/15/1977,136.9,0
Gold,GC,12/15/1976,139.3,0
Gold,GC,11/15/1976,142,0
Gold,GC,10/15/1976,120.5,0
Gold,GC,9/15/1976,116.7,0
Gold,GC,8/15/1976,113.3,0
Gold,GC,7/15/1976,117.1,0
Gold,GC,6/15/1976,126.1,0
Gold,GC,5/15/1976,127.8,0
Gold,GC,4/15/1976,127.6,0
Gold,GC,3/15/1976,133.2,0
Gold,GC,2/15/1976,130.7,0
Gold,GC,1/15/1976,131.1,0
Gold,GC,12/15/1975,137.6,0
Gold,GC,11/15/1975,141.1,0
Gold,GC,10/15/1975,142,0
Gold,GC,9/15/1975,147.5,0
Gold,GC,8/15/1975,162.5,0
Gold,GC,7/15/1975,165.2,0
Gold,GC,6/15/1975,164.2,0
Gold,GC,5/15/1975,165.2,0
Gold,GC,4/15/1975,163.6,0
Gold,GC,3/15/1975,178.1,0
Gold,GC,2/15/1975,183.1,0
Gold,GC,1/15/1975,177.3,0
Gold,GC,12/15/1974,0,0
Gold,GC,11/15/1974,0,0
Gold,GC,10/15/1974,0,0
Gold,GC,9/15/1974,0,0
Gold,GC,8/15/1974,0,0
Gold,GC,7/15/1974,0,0
Gold,GC,6/15/1974,0,0
Gold,GC,5/15/1974,0,0
Gold,GC,4/15/1974,0,0
Gold,GC,3/15/1974,0,0
Gold,GC,2/15/1974,0,0
Gold,GC,1/15/1974,0,0
Gold,GC,12/15/1973,0,0
Gold,GC,11/15/1973,0,0
Gold,GC,10/15/1973,0,0
Gold,GC,9/15/1973,0,0
Gold,GC,8/15/1973,0,0
Gold,GC,7/15/1973,0,0
Gold,GC,6/15/1973,0,0
Gold,GC,5/15/1973,0,0
Gold,GC,4/15/1973,0,0
Gold,GC,3/15/1973,0,0
Gold,GC,2/15/1973,0,0
Gold,GC,1/15/1973,0,0
Gold,GC,12/15/1972,0,0
Gold,GC,11/15/1972,0,0
Gold,GC,10/15/1972,0,0
Gold,GC,9/15/1972,0,0
Gold,GC,8/15/1972,0,0
Gold,GC,7/15/1972,0,0
Gold,GC,6/15/1972,0,0
Gold,GC,5/15/1972,0,0
Gold,GC,4/15/1972,0,0
Gold,GC,3/15/1972,0,0
Gold,GC,2/15/1972,0,0
Gold,GC,1/15/1972,0,0
Gold,GC,12/15/1971,0,0
Gold,GC,11/15/1971,0,0
Gold,GC,10/15/1971,0,0
Gold,GC,9/15/1971,0,0
Gold,GC,8/15/1971,0,0
Gold,GC,7/15/1971,0,0
Gold,GC,6/15/1971,0,0
Gold,GC,5/15/1971,0,0
Gold,GC,4/15/1971,0,0
Gold,GC,3/15/1971,0,0
Gold,GC,2/15/1971,0,0
Gold,GC,1/15/1971,0,0
Gold,GC,12/15/1970,0,0
Gold,GC,11/15/1970,0,0
Gold,GC,10/15/1970,0,0
Gold,GC,9/15/1970,0,0
Gold,GC,8/15/1970,0,0
Gold,GC,7/15/1970,0,0
Gold,GC,6/15/1970,0,0
Gold,GC,5/15/1970,0,0
Gold,GC,4/15/1970,0,0
Gold,GC,3/15/1970,0,0
Gold,GC,2/15/1970,0,0
Gold,GC,1/15/1970,0,0
Gold,GC,12/15/1969,0,0
Gold,GC,11/15/1969,0,0
Gold,GC,10/15/1969,0,0
Gold,GC,9/15/1969,0,0
Gold,GC,8/15/1969,0,0
Gold,GC,7/15/1969,0,0
Gold,GC,6/15/1969,0,0
Gold,GC,5/15/1969,0,0
Gold,GC,4/15/1969,0,0
Gold,GC,3/15/1969,0,0
Gold,GC,2/15/1969,0,0
Gold,GC,1/15/1969,0,0
Gold,GC,12/15/1968,0,0
Gold,GC,11/15/1968,0,0
Gold,GC,10/15/1968,0,0
Gold,GC,9/15/1968,0,0
Gold,GC,8/15/1968,0,0
Gold,GC,7/15/1968,0,0
Gold,GC,6/15/1968,0,0
Gold,GC,5/15/1968,0,0
Gold,GC,4/15/1968,0,0
Gold,GC,3/15/1968,0,0
Gold,GC,2/15/1968,0,0
Gold,GC,1/15/1968,0,0
Gold,GC,12/15/1967,0,0
Gold,GC,11/15/1967,0,0
Gold,GC,10/15/1967,0,0
Gold,GC,9/15/1967,0,0
Gold,GC,8/15/1967,0,0
Gold,GC,7/15/1967,0,0
Gold,GC,6/15/1967,0,0
Gold,GC,5/15/1967,0,0
Gold,GC,4/15/1967,0,0
Gold,GC,3/15/1967,0,0
Gold,GC,2/15/1967,0,0
Gold,GC,1/15/1967,0,0
Gold,GC,12/15/1966,0,0
Gold,GC,11/15/1966,0,0
Gold,GC,10/15/1966,0,0
Gold,GC,9/15/1966,0,0
Gold,GC,8/15/1966,0,0
Gold,GC,7/15/1966,0,0
Gold,GC,6/15/1966,0,0
Gold,GC,5/15/1966,0,0
Gold,GC,4/15/1966,0,0
Gold,GC,3/15/1966,0,0
Gold,GC,2/15/1966,0,0
Gold,GC,1/15/1966,0,0
Gold,GC,12/15/1965,0,0
Gold,GC,11/15/1965,0,0
Gold,GC,10/15/1965,0,0
Gold,GC,9/15/1965,0,0
Gold,GC,8/15/1965,0,0
Gold,GC,7/15/1965,0,0
Gold,GC,6/15/1965,0,0
Gold,GC,5/15/1965,0,0
Gold,GC,4/15/1965,0,0
Gold,GC,3/15/1965,0,0
Gold,GC,2/15/1965,0,0
Gold,GC,1/15/1965,0,0
Gold,GC,12/15/1964,0,0
Gold,GC,11/15/1964,0,0
Gold,GC,10/15/1964,0,0
Gold,GC,9/15/1964,0,0
Gold,GC,8/15/1964,0,0
Gold,GC,7/15/1964,0,0
Gold,GC,6/15/1964,0,0
Gold,GC,5/15/1964,0,0
Gold,GC,4/15/1964,0,0
Gold,GC,3/15/1964,0,0
Gold,GC,2/15/1964,0,0
Gold,GC,1/15/1964,0,0
Gold,GC,12/15/1963,0,0
Gold,GC,11/15/1963,0,0
Gold,GC,10/15/1963,0,0
Gold,GC,9/15/1963,0,0
Gold,GC,8/15/1963,0,0
Gold,GC,7/15/1963,0,0
Gold,GC,6/15/1963,0,0
Gold,GC,5/15/1963,0,0
Gold,GC,4/15/1963,0,0
Gold,GC,3/15/1963,0,0
Gold,GC,2/15/1963,0,0
Gold,GC,1/15/1963,0,0
Gold,GC,12/15/1962,0,0
Gold,GC,11/15/1962,0,0
Gold,GC,10/15/1962,0,0
Gold,GC,9/15/1962,0,0
Gold,GC,8/15/1962,0,0
Gold,GC,7/15/1962,0,0
Gold,GC,6/15/1962,0,0
Gold,GC,5/15/1962,0,0
Gold,GC,4/15/1962,0,0
Gold,GC,3/15/1962,0,0
Gold,GC,2/15/1962,0,0
